,date,state,name,wholesalePrice,retailPrice,shoppingmallPrice,units,image
1965,2024-06-06,New Delhi,Coconut,36,41 - 46,43 - 59,1kg,resource/images/vegetables/coconut-64.png
1966,2024-06-06,New Delhi,Colocasia Leaves,16,18 - 20,19 - 26,1kg,resource/images/vegetables/colocasialeaves-64.png
1967,2024-06-06,New Delhi,Colocasia,27,31 - 34,32 - 45,1kg,resource/images/vegetables/colocasia-64.png
1968,2024-06-06,New Delhi,Coriander Leaves,7,8 - 9,8 - 12,1kg,resource/images/vegetables/corianderleaves-64.png
1969,2024-06-06,New Delhi,Corn,30,35 - 38,36 - 50,1kg,resource/images/vegetables/corn-64.png
1970,2024-06-06,New Delhi,Cucumber,25,29 - 32,30 - 41,1kg,resource/images/vegetables/cucumber-64.png
1971,2024-06-06,New Delhi,Curry Leaves,26,30 - 33,31 - 43,1kg,resource/images/vegetables/curryleaves-64.png
1972,2024-06-06,New Delhi,Dill Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/dillleaves-64.png
1973,2024-06-06,New Delhi,Drumsticks,40,46 - 51,48 - 66,1kg,resource/images/vegetables/drumsticks-64.png
1974,2024-06-06,New Delhi,Brinjal,32,37 - 41,38 - 53,1kg,resource/images/vegetables/brinjal-64.png
1975,2024-06-06,New Delhi,Brinjal (Big),30,35 - 38,36 - 50,1kg,resource/images/vegetables/brinjalbig-64.png
1976,2024-06-06,New Delhi,Elephant Yam,38,44 - 48,46 - 63,1kg,resource/images/vegetables/elephantyam-64.png
1977,2024-06-06,New Delhi,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/fenugreekleaves-64.png
1978,2024-06-06,New Delhi,French Beans,93,107 - 118,112 - 153,1kg,resource/images/vegetables/frenchbeans-64.png
1979,2024-06-06,New Delhi,Garlic,185,213 - 235,222 - 305,1kg,resource/images/vegetables/garlic-64.png
1980,2024-06-06,New Delhi,Ginger,137,158 - 174,164 - 226,1kg,resource/images/vegetables/ginger-64.png
1981,2024-06-06,New Delhi,Onion Green,40,46 - 51,48 - 66,1kg,resource/images/vegetables/oniongreen-64.png
1982,2024-06-06,New Delhi,Green Peas,40,46 - 51,48 - 66,1kg,resource/images/vegetables/greenpeas-64.png
1983,2024-06-06,New Delhi,Ivy Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/ivygourd-64.png
1984,2024-06-06,New Delhi,Lemon (Lime),80,92 - 102,96 - 132,1kg,resource/images/vegetables/lemon-64.png
1985,2024-06-06,New Delhi,Mango Raw,33,38 - 42,40 - 54,1kg,resource/images/vegetables/mangoraw-64.png
1986,2024-06-06,New Delhi,Mint Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/mintleaves-64.png
1987,2024-06-06,New Delhi,Mushroom,80,92 - 102,96 - 132,1kg,resource/images/vegetables/mushroom-64.png
1988,2024-06-06,New Delhi,Mustard Leaves,16,18 - 20,19 - 26,1kg,resource/images/vegetables/mustardleaves-64.png
1989,2024-06-06,New Delhi,Ladies Finger,47,54 - 60,56 - 78,1kg,resource/images/vegetables/ladiesfinger-64.png
1990,2024-06-06,New Delhi,Pumpkin,17,20 - 22,20 - 28,1kg,resource/images/vegetables/pumpkin-64.png
1991,2024-06-06,New Delhi,Radish,36,41 - 46,43 - 59,1kg,resource/images/vegetables/radish-64.png
1992,2024-06-06,New Delhi,Ridge Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/ridgegourd-64.png
1993,2024-06-06,New Delhi,Shallot (Pearl Onion),35,40 - 44,42 - 58,1kg,resource/images/vegetables/shallot-64.png
1994,2024-06-06,New Delhi,Snake Gourd,39,45 - 50,47 - 64,1kg,resource/images/vegetables/snakegourd-64.png
1995,2024-06-06,New Delhi,Sorrel Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/sorrelleaves-64.png
1996,2024-06-06,New Delhi,Spinach,15,17 - 19,18 - 25,1kg,resource/images/vegetables/spinach-64.png
1997,2024-06-06,New Delhi,Sweet Potato,37,43 - 47,44 - 61,1kg,resource/images/vegetables/sweetpotato-64.png
1998,2024-06-07,New Delhi,Onion Big,31,36 - 39,37 - 51,1kg,resource/images/vegetables/onionbig-64.png
1999,2024-06-07,New Delhi,Onion Small,36,41 - 46,43 - 59,1kg,resource/images/vegetables/onionsmall-64.png
2000,2024-06-07,New Delhi,Tomato,30,35 - 38,36 - 50,1kg,resource/images/vegetables/tomato-64.png
2001,2024-06-07,New Delhi,Green Chilli,89,102 - 113,107 - 147,1kg,resource/images/vegetables/greenchili-64.png
2002,2024-06-07,New Delhi,Beetroot,34,39 - 43,41 - 56,1kg,resource/images/vegetables/beetroot-64.png
2003,2024-06-07,New Delhi,Potato,34,39 - 43,41 - 56,1kg,resource/images/vegetables/potato-64.png
2004,2024-06-07,New Delhi,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,resource/images/vegetables/plantain-64.png
2005,2024-06-07,New Delhi,Amaranth Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/amaranthleaves-64.png
2006,2024-06-07,New Delhi,Amla,70,81 - 89,84 - 116,1kg,resource/images/vegetables/amla-64.png
2007,2024-06-07,New Delhi,Ash gourd,20,23 - 25,24 - 33,1kg,resource/images/vegetables/ashgourd-64.png
2008,2024-06-07,New Delhi,Baby Corn,51,59 - 65,61 - 84,1kg,resource/images/vegetables/babycorn-64.png
2009,2024-06-07,New Delhi,Banana Flower,15,17 - 19,18 - 25,1kg,resource/images/vegetables/bananaflower-64.png
2010,2024-06-07,New Delhi,Capsicum,49,56 - 62,59 - 81,1kg,resource/images/vegetables/capsicum-64.png
2011,2024-06-07,New Delhi,Bitter Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/bittergourd-64.png
2012,2024-06-07,New Delhi,Bottle Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/bottlegourd-64.png
2013,2024-06-07,New Delhi,Butter Beans,53,61 - 67,64 - 87,1kg,resource/images/vegetables/butterbeans-64.png
2014,2024-06-07,New Delhi,Broad Beans,72,83 - 91,86 - 119,1kg,resource/images/vegetables/broadbeans-64.png
2015,2024-06-07,New Delhi,Cabbage,32,37 - 41,38 - 53,1kg,resource/images/vegetables/cabbage-64.png
2016,2024-06-07,New Delhi,Carrot,37,43 - 47,44 - 61,1kg,resource/images/vegetables/carrot-64.png
2017,2024-06-07,New Delhi,Cauliflower,27,31 - 34,32 - 45,1kg,resource/images/vegetables/cauliflower-64.png
2018,2024-06-07,New Delhi,Cluster beans,45,52 - 57,54 - 74,1kg,resource/images/vegetables/clusterbeans-64.png
2019,2024-06-07,New Delhi,Coconut,36,41 - 46,43 - 59,1kg,resource/images/vegetables/coconut-64.png
2020,2024-06-07,New Delhi,Colocasia Leaves,16,18 - 20,19 - 26,1kg,resource/images/vegetables/colocasialeaves-64.png
2021,2024-06-07,New Delhi,Colocasia,27,31 - 34,32 - 45,1kg,resource/images/vegetables/colocasia-64.png
2022,2024-06-07,New Delhi,Coriander Leaves,7,8 - 9,8 - 12,1kg,resource/images/vegetables/corianderleaves-64.png
2023,2024-06-07,New Delhi,Corn,30,35 - 38,36 - 50,1kg,resource/images/vegetables/corn-64.png
2024,2024-06-07,New Delhi,Cucumber,25,29 - 32,30 - 41,1kg,resource/images/vegetables/cucumber-64.png
2025,2024-06-07,New Delhi,Curry Leaves,26,30 - 33,31 - 43,1kg,resource/images/vegetables/curryleaves-64.png
2026,2024-06-07,New Delhi,Dill Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/dillleaves-64.png
2027,2024-06-07,New Delhi,Drumsticks,40,46 - 51,48 - 66,1kg,resource/images/vegetables/drumsticks-64.png
2028,2024-06-07,New Delhi,Brinjal,32,37 - 41,38 - 53,1kg,resource/images/vegetables/brinjal-64.png
2029,2024-06-07,New Delhi,Brinjal (Big),30,35 - 38,36 - 50,1kg,resource/images/vegetables/brinjalbig-64.png
2030,2024-06-07,New Delhi,Elephant Yam,38,44 - 48,46 - 63,1kg,resource/images/vegetables/elephantyam-64.png
2031,2024-06-07,New Delhi,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/fenugreekleaves-64.png
2032,2024-06-07,New Delhi,French Beans,93,107 - 118,112 - 153,1kg,resource/images/vegetables/frenchbeans-64.png
2033,2024-06-07,New Delhi,Garlic,185,213 - 235,222 - 305,1kg,resource/images/vegetables/garlic-64.png
2034,2024-06-07,New Delhi,Ginger,137,158 - 174,164 - 226,1kg,resource/images/vegetables/ginger-64.png
2035,2024-06-07,New Delhi,Onion Green,40,46 - 51,48 - 66,1kg,resource/images/vegetables/oniongreen-64.png
2036,2024-06-07,New Delhi,Green Peas,40,46 - 51,48 - 66,1kg,resource/images/vegetables/greenpeas-64.png
2037,2024-06-07,New Delhi,Ivy Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/ivygourd-64.png
2038,2024-06-07,New Delhi,Lemon (Lime),80,92 - 102,96 - 132,1kg,resource/images/vegetables/lemon-64.png
2039,2024-06-07,New Delhi,Mango Raw,33,38 - 42,40 - 54,1kg,resource/images/vegetables/mangoraw-64.png
2040,2024-06-07,New Delhi,Mint Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/mintleaves-64.png
2041,2024-06-07,New Delhi,Mushroom,80,92 - 102,96 - 132,1kg,resource/images/vegetables/mushroom-64.png
2042,2024-06-07,New Delhi,Mustard Leaves,16,18 - 20,19 - 26,1kg,resource/images/vegetables/mustardleaves-64.png
2043,2024-06-07,New Delhi,Ladies Finger,47,54 - 60,56 - 78,1kg,resource/images/vegetables/ladiesfinger-64.png
2044,2024-06-07,New Delhi,Pumpkin,17,20 - 22,20 - 28,1kg,resource/images/vegetables/pumpkin-64.png
2045,2024-06-07,New Delhi,Radish,36,41 - 46,43 - 59,1kg,resource/images/vegetables/radish-64.png
2046,2024-06-07,New Delhi,Ridge Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/ridgegourd-64.png
2047,2024-06-07,New Delhi,Shallot (Pearl Onion),35,40 - 44,42 - 58,1kg,resource/images/vegetables/shallot-64.png
2048,2024-06-07,New Delhi,Snake Gourd,39,45 - 50,47 - 64,1kg,resource/images/vegetables/snakegourd-64.png
2049,2024-06-07,New Delhi,Sorrel Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/sorrelleaves-64.png
2050,2024-06-07,New Delhi,Spinach,15,17 - 19,18 - 25,1kg,resource/images/vegetables/spinach-64.png
2051,2024-06-07,New Delhi,Sweet Potato,37,43 - 47,44 - 61,1kg,resource/images/vegetables/sweetpotato-64.png
2052,2024-06-08,New Delhi,Onion Big,34,39 - 43,41 - 56,1kg,resource/images/vegetables/onionbig-64.png
2053,2024-06-08,New Delhi,Onion Small,33,38 - 42,40 - 54,1kg,resource/images/vegetables/onionsmall-64.png
2054,2024-06-08,New Delhi,Tomato,26,30 - 33,31 - 43,1kg,resource/images/vegetables/tomato-64.png
2055,2024-06-08,New Delhi,Green Chilli,95,109 - 121,114 - 157,1kg,resource/images/vegetables/greenchili-64.png
2056,2024-06-08,New Delhi,Beetroot,35,40 - 44,42 - 58,1kg,resource/images/vegetables/beetroot-64.png
2057,2024-06-08,New Delhi,Potato,36,41 - 46,43 - 59,1kg,resource/images/vegetables/potato-64.png
2058,2024-06-08,New Delhi,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
2059,2024-06-08,New Delhi,Amaranth Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/amaranthleaves-64.png
2060,2024-06-08,New Delhi,Amla,70,81 - 89,84 - 116,1kg,resource/images/vegetables/amla-64.png
2061,2024-06-08,New Delhi,Ash gourd,21,24 - 27,25 - 35,1kg,resource/images/vegetables/ashgourd-64.png
2062,2024-06-08,New Delhi,Baby Corn,56,64 - 71,67 - 92,1kg,resource/images/vegetables/babycorn-64.png
2063,2024-06-08,New Delhi,Banana Flower,15,17 - 19,18 - 25,1kg,resource/images/vegetables/bananaflower-64.png
2064,2024-06-08,New Delhi,Capsicum,47,54 - 60,56 - 78,1kg,resource/images/vegetables/capsicum-64.png
2065,2024-06-08,New Delhi,Bitter Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/bittergourd-64.png
2066,2024-06-08,New Delhi,Bottle Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/bottlegourd-64.png
2067,2024-06-08,New Delhi,Butter Beans,52,60 - 66,62 - 86,1kg,resource/images/vegetables/butterbeans-64.png
2068,2024-06-08,New Delhi,Broad Beans,73,84 - 93,88 - 120,1kg,resource/images/vegetables/broadbeans-64.png
2069,2024-06-08,New Delhi,Cabbage,29,33 - 37,35 - 48,1kg,resource/images/vegetables/cabbage-64.png
2070,2024-06-08,New Delhi,Carrot,42,48 - 53,50 - 69,1kg,resource/images/vegetables/carrot-64.png
2071,2024-06-08,New Delhi,Cauliflower,24,28 - 30,29 - 40,1kg,resource/images/vegetables/cauliflower-64.png
2072,2024-06-08,New Delhi,Cluster beans,45,52 - 57,54 - 74,1kg,resource/images/vegetables/clusterbeans-64.png
2073,2024-06-08,New Delhi,Coconut,34,39 - 43,41 - 56,1kg,resource/images/vegetables/coconut-64.png
2074,2024-06-08,New Delhi,Colocasia Leaves,18,21 - 23,22 - 30,1kg,resource/images/vegetables/colocasialeaves-64.png
2075,2024-06-08,New Delhi,Colocasia,26,30 - 33,31 - 43,1kg,resource/images/vegetables/colocasia-64.png
2076,2024-06-08,New Delhi,Coriander Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/corianderleaves-64.png
2077,2024-06-08,New Delhi,Corn,33,38 - 42,40 - 54,1kg,resource/images/vegetables/corn-64.png
2078,2024-06-08,New Delhi,Cucumber,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cucumber-64.png
2079,2024-06-08,New Delhi,Curry Leaves,25,29 - 32,30 - 41,1kg,resource/images/vegetables/curryleaves-64.png
2080,2024-06-08,New Delhi,Dill Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/dillleaves-64.png
2081,2024-06-08,New Delhi,Drumsticks,30,35 - 38,36 - 50,1kg,resource/images/vegetables/drumsticks-64.png
2082,2024-06-08,New Delhi,Brinjal,36,41 - 46,43 - 59,1kg,resource/images/vegetables/brinjal-64.png
2083,2024-06-08,New Delhi,Brinjal (Big),36,41 - 46,43 - 59,1kg,resource/images/vegetables/brinjalbig-64.png
2084,2024-06-08,New Delhi,Elephant Yam,37,43 - 47,44 - 61,1kg,resource/images/vegetables/elephantyam-64.png
2085,2024-06-08,New Delhi,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/fenugreekleaves-64.png
2086,2024-06-08,New Delhi,French Beans,90,104 - 114,108 - 149,1kg,resource/images/vegetables/frenchbeans-64.png
2087,2024-06-08,New Delhi,Garlic,185,213 - 235,222 - 305,1kg,resource/images/vegetables/garlic-64.png
2088,2024-06-08,New Delhi,Ginger,128,147 - 163,154 - 211,1kg,resource/images/vegetables/ginger-64.png
2089,2024-06-08,New Delhi,Onion Green,42,48 - 53,50 - 69,1kg,resource/images/vegetables/oniongreen-64.png
2090,2024-06-08,New Delhi,Green Peas,48,55 - 61,58 - 79,1kg,resource/images/vegetables/greenpeas-64.png
2091,2024-06-08,New Delhi,Ivy Gourd,28,32 - 36,34 - 46,1kg,resource/images/vegetables/ivygourd-64.png
2092,2024-06-08,New Delhi,Lemon (Lime),81,93 - 103,97 - 134,1kg,resource/images/vegetables/lemon-64.png
2093,2024-06-08,New Delhi,Mango Raw,31,36 - 39,37 - 51,1kg,resource/images/vegetables/mangoraw-64.png
2094,2024-06-08,New Delhi,Mint Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/mintleaves-64.png
2095,2024-06-08,New Delhi,Mushroom,74,85 - 94,89 - 122,1kg,resource/images/vegetables/mushroom-64.png
2096,2024-06-08,New Delhi,Mustard Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/mustardleaves-64.png
2097,2024-06-08,New Delhi,Ladies Finger,41,47 - 52,49 - 68,1kg,resource/images/vegetables/ladiesfinger-64.png
2098,2024-06-08,New Delhi,Pumpkin,23,26 - 29,28 - 38,1kg,resource/images/vegetables/pumpkin-64.png
2099,2024-06-08,New Delhi,Radish,34,39 - 43,41 - 56,1kg,resource/images/vegetables/radish-64.png
2100,2024-06-08,New Delhi,Ridge Gourd,35,40 - 44,42 - 58,1kg,resource/images/vegetables/ridgegourd-64.png
2101,2024-06-08,New Delhi,Shallot (Pearl Onion),30,35 - 38,36 - 50,1kg,resource/images/vegetables/shallot-64.png
2102,2024-06-08,New Delhi,Snake Gourd,37,43 - 47,44 - 61,1kg,resource/images/vegetables/snakegourd-64.png
2103,2024-06-08,New Delhi,Sorrel Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/sorrelleaves-64.png
2104,2024-06-08,New Delhi,Spinach,14,16 - 18,17 - 23,1kg,resource/images/vegetables/spinach-64.png
2105,2024-06-08,New Delhi,Sweet Potato,36,41 - 46,43 - 59,1kg,resource/images/vegetables/sweetpotato-64.png
2106,2024-06-09,New Delhi,Onion Big,34,39 - 43,41 - 56,1kg,resource/images/vegetables/onionbig-64.png
2107,2024-06-09,New Delhi,Onion Small,33,38 - 42,40 - 54,1kg,resource/images/vegetables/onionsmall-64.png
2108,2024-06-09,New Delhi,Tomato,26,30 - 33,31 - 43,1kg,resource/images/vegetables/tomato-64.png
2109,2024-06-09,New Delhi,Green Chilli,95,109 - 121,114 - 157,1kg,resource/images/vegetables/greenchili-64.png
2110,2024-06-09,New Delhi,Beetroot,35,40 - 44,42 - 58,1kg,resource/images/vegetables/beetroot-64.png
2111,2024-06-09,New Delhi,Potato,36,41 - 46,43 - 59,1kg,resource/images/vegetables/potato-64.png
2112,2024-06-09,New Delhi,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
2113,2024-06-09,New Delhi,Amaranth Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/amaranthleaves-64.png
2114,2024-06-09,New Delhi,Amla,70,81 - 89,84 - 116,1kg,resource/images/vegetables/amla-64.png
2115,2024-06-09,New Delhi,Ash gourd,21,24 - 27,25 - 35,1kg,resource/images/vegetables/ashgourd-64.png
2116,2024-06-09,New Delhi,Baby Corn,56,64 - 71,67 - 92,1kg,resource/images/vegetables/babycorn-64.png
2117,2024-06-09,New Delhi,Banana Flower,15,17 - 19,18 - 25,1kg,resource/images/vegetables/bananaflower-64.png
2118,2024-06-09,New Delhi,Capsicum,47,54 - 60,56 - 78,1kg,resource/images/vegetables/capsicum-64.png
2119,2024-06-09,New Delhi,Bitter Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/bittergourd-64.png
2120,2024-06-09,New Delhi,Bottle Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/bottlegourd-64.png
2121,2024-06-09,New Delhi,Butter Beans,52,60 - 66,62 - 86,1kg,resource/images/vegetables/butterbeans-64.png
2122,2024-06-09,New Delhi,Broad Beans,73,84 - 93,88 - 120,1kg,resource/images/vegetables/broadbeans-64.png
2123,2024-06-09,New Delhi,Cabbage,29,33 - 37,35 - 48,1kg,resource/images/vegetables/cabbage-64.png
2124,2024-06-09,New Delhi,Carrot,42,48 - 53,50 - 69,1kg,resource/images/vegetables/carrot-64.png
2125,2024-06-09,New Delhi,Cauliflower,24,28 - 30,29 - 40,1kg,resource/images/vegetables/cauliflower-64.png
2126,2024-06-09,New Delhi,Cluster beans,45,52 - 57,54 - 74,1kg,resource/images/vegetables/clusterbeans-64.png
2127,2024-06-09,New Delhi,Coconut,34,39 - 43,41 - 56,1kg,resource/images/vegetables/coconut-64.png
2128,2024-06-09,New Delhi,Colocasia Leaves,18,21 - 23,22 - 30,1kg,resource/images/vegetables/colocasialeaves-64.png
2129,2024-06-09,New Delhi,Colocasia,26,30 - 33,31 - 43,1kg,resource/images/vegetables/colocasia-64.png
2130,2024-06-09,New Delhi,Coriander Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/corianderleaves-64.png
2131,2024-06-09,New Delhi,Corn,33,38 - 42,40 - 54,1kg,resource/images/vegetables/corn-64.png
2132,2024-06-09,New Delhi,Cucumber,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cucumber-64.png
2133,2024-06-09,New Delhi,Curry Leaves,25,29 - 32,30 - 41,1kg,resource/images/vegetables/curryleaves-64.png
2134,2024-06-09,New Delhi,Dill Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/dillleaves-64.png
2135,2024-06-09,New Delhi,Drumsticks,30,35 - 38,36 - 50,1kg,resource/images/vegetables/drumsticks-64.png
2136,2024-06-09,New Delhi,Brinjal,36,41 - 46,43 - 59,1kg,resource/images/vegetables/brinjal-64.png
2137,2024-06-09,New Delhi,Brinjal (Big),36,41 - 46,43 - 59,1kg,resource/images/vegetables/brinjalbig-64.png
2138,2024-06-09,New Delhi,Elephant Yam,37,43 - 47,44 - 61,1kg,resource/images/vegetables/elephantyam-64.png
2139,2024-06-09,New Delhi,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/fenugreekleaves-64.png
2140,2024-06-09,New Delhi,French Beans,90,104 - 114,108 - 149,1kg,resource/images/vegetables/frenchbeans-64.png
2141,2024-06-09,New Delhi,Garlic,185,213 - 235,222 - 305,1kg,resource/images/vegetables/garlic-64.png
2142,2024-06-09,New Delhi,Ginger,128,147 - 163,154 - 211,1kg,resource/images/vegetables/ginger-64.png
2143,2024-06-09,New Delhi,Onion Green,42,48 - 53,50 - 69,1kg,resource/images/vegetables/oniongreen-64.png
2144,2024-06-09,New Delhi,Green Peas,48,55 - 61,58 - 79,1kg,resource/images/vegetables/greenpeas-64.png
2145,2024-06-09,New Delhi,Ivy Gourd,28,32 - 36,34 - 46,1kg,resource/images/vegetables/ivygourd-64.png
2146,2024-06-09,New Delhi,Lemon (Lime),81,93 - 103,97 - 134,1kg,resource/images/vegetables/lemon-64.png
2147,2024-06-09,New Delhi,Mango Raw,31,36 - 39,37 - 51,1kg,resource/images/vegetables/mangoraw-64.png
2148,2024-06-09,New Delhi,Mint Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/mintleaves-64.png
2149,2024-06-09,New Delhi,Mushroom,74,85 - 94,89 - 122,1kg,resource/images/vegetables/mushroom-64.png
2150,2024-06-09,New Delhi,Mustard Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/mustardleaves-64.png
2151,2024-06-09,New Delhi,Ladies Finger,41,47 - 52,49 - 68,1kg,resource/images/vegetables/ladiesfinger-64.png
2152,2024-06-09,New Delhi,Pumpkin,23,26 - 29,28 - 38,1kg,resource/images/vegetables/pumpkin-64.png
2153,2024-06-09,New Delhi,Radish,34,39 - 43,41 - 56,1kg,resource/images/vegetables/radish-64.png
2154,2024-06-09,New Delhi,Ridge Gourd,35,40 - 44,42 - 58,1kg,resource/images/vegetables/ridgegourd-64.png
2155,2024-06-09,New Delhi,Shallot (Pearl Onion),30,35 - 38,36 - 50,1kg,resource/images/vegetables/shallot-64.png
2156,2024-06-09,New Delhi,Snake Gourd,37,43 - 47,44 - 61,1kg,resource/images/vegetables/snakegourd-64.png
2157,2024-06-09,New Delhi,Sorrel Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/sorrelleaves-64.png
2158,2024-06-09,New Delhi,Spinach,14,16 - 18,17 - 23,1kg,resource/images/vegetables/spinach-64.png
2159,2024-06-09,New Delhi,Sweet Potato,36,41 - 46,43 - 59,1kg,resource/images/vegetables/sweetpotato-64.png
2160,2024-06-10,New Delhi,Onion Big,34,39 - 43,41 - 56,1kg,resource/images/vegetables/onionbig-64.png
2161,2024-06-10,New Delhi,Onion Small,33,38 - 42,40 - 54,1kg,resource/images/vegetables/onionsmall-64.png
2162,2024-06-10,New Delhi,Tomato,26,30 - 33,31 - 43,1kg,resource/images/vegetables/tomato-64.png
2163,2024-06-10,New Delhi,Green Chilli,95,109 - 121,114 - 157,1kg,resource/images/vegetables/greenchili-64.png
2164,2024-06-10,New Delhi,Beetroot,35,40 - 44,42 - 58,1kg,resource/images/vegetables/beetroot-64.png
